Year_Month,R1-RF,R2-RF,R3-RF,R4-RF,R5-RF,CMA,EG,HML,IA,ME,MOM,Mkt-RF,RMW,ROE,SMB
1994-01,3.2457077397477,3.669498045795322,4.294715525668508,4.907347571993687,5.515110840329002,1.43,0.9311,1.15,1.1272,0.159,0.0,2.87,-1.66,-0.922,-0.06
1994-02,-0.19473389998991938,0.4161123007450076,1.2868553356903725,2.154125215781643,3.064311428601995,-1.0,1.598,-1.54,-0.4691,2.6526,-0.3,-2.55,2.14,2.6619,2.67
1994-03,-4.115235286003445,-3.772461279206293,-3.3539759867602568,-2.9669326703789376,-2.6392988661834114,1.28,1.3513,1.6,0.9681,-0.9378,-1.27,-4.78,0.69,0.2218,-1.04
1994-04,0.7673050340114709,1.184517624079732,1.7758929706589135,2.3430337665731806,2.8946094574758976,1.11,1.5131,1.66,1.2741,-0.819,0.39,0.68,1.07,1.529,-1.01
1994-05,0.28733555997845134,0.6588459286470552,1.1343588586674271,1.5606153747163112,1.9398981100871784,0.68,1.4199,0.67,0.512,-1.9848,-2.19,0.58,0.6,-0.7588,-2.56
1994-06,-1.1835051017028095,-0.9311700481324912,-0.6403798421168903,-0.3951489730343768,-0.1824850458460934,1.47,1.3288,1.67,0.9202,-0.8441,-0.87,-3.03,1.21,0.1932,-0.5
1994-07,2.0029112147284334,2.445324553809849,3.065375690985741,3.616918843933373,4.157911938440164,0.14,-0.0945,0.58,0.4259,-1.4321,0.18,2.82,-0.65,0.7148,-1.85
1994-08,3.8192161376611446,4.242111482139336,4.860252312819283,5.566093585996915,6.337705293283572,-1.47,2.6805,-2.51,-0.6915,2.0904,1.55,4.01,0.95,2.061,1.37
1994-09,-0.6991693922211181,-0.4316224924419261,-0.04275473309504807,0.32882722518910257,0.7011879805382241,0.93,0.9738,-1.89,0.5879,2.2081,1.31,-2.31,0.52,1.0911,2.8
1994-10,0.7969266213975005,1.7952011423780583,3.22769498693454,4.729874158165861,6.297862818166003,-0.68,2.448,-1.62,0.1613,-1.8201,1.49,1.34,0.23,0.3556,-2.3
1994-11,-2.9620910979586266,-2.778449942444002,-2.5292648994703812,-2.3336701434982086,-2.16211116845005,-0.5,1.4457,-0.7,-1.0042,0.5354,-0.18,-4.04,0.42,1.3703,0.07
1994-12,0.9720248729452057,1.5890508363809412,2.380355434242461,3.116446471480701,3.8313492834405953,0.38,3.7209,-0.13,1.2933,1.1739,3.48,0.86,0.37,3.9844,0.0
1995-01,1.6978560797099345,2.24952468881998,2.711545023376936,3.137398408396484,3.535332774769249,-0.75,1.1177,2.57,-0.0027,-2.4308,-1.81,1.8,0.17,-0.063,-3.06
1995-02,2.295921466848761,2.9257113089626645,3.5007427700754383,4.064971137325268,4.632593541034313,-0.33,1.2099,1.08,-0.8485,-0.6967,-0.39,3.63,0.59,0.5097,-0.54
1995-03,1.1752237444292595,1.926609043948829,2.5104836659398826,3.104258313060553,3.704582373050374,0.22,0.7805,-2.15,0.1685,-1.2145,0.43,2.19,-0.17,1.2654,-0.51
1995-04,1.5770671215212544,2.0453283154328,2.3763830676728452,2.6778792095965636,2.9806703947668116,0.9,3.4497,1.71,0.0068,-0.0076,1.79,2.11,0.41,0.142,-0.22
1995-05,1.8523129475891258,2.729957744601326,3.537461079724931,4.381844183676471,5.223173276288902,0.04,1.4624,2.29,0.8586,-2.2038,-0.42,2.9,0.39,-1.0066,-2.19
1995-06,2.4848175313115712,3.186309798739832,3.6557822320084794,4.171154999965425,4.725273337364337,-2.44,1.8099,-2.54,-1.7465,3.219,2.93,2.72,-0.33,2.1275,3.06
1995-07,2.4340719359653598,2.9826466193308256,3.5754543342958858,4.1827719908200836,4.751341176587171,-1.65,0.3138,-1.62,-2.5443,1.7624,2.56,3.72,0.3,0.9451,2.09
1995-08,1.7963342258112618,2.604130294965527,3.372675293984388,4.174348996694059,4.9841493309129055,1.62,1.2954,2.79,2.1996,2.3538,0.16,0.55,-1.24,0.1383,1.75
1995-09,1.8353820345554188,2.3581513427355563,2.8195603485388934,3.275457407896029,3.687115167916707,0.36,3.123,-0.04,1.9328,-0.7905,2.9,3.35,1.03,1.3917,-1.88
1995-10,-0.39336558337497896,0.24876269414772323,0.7091659692834689,1.1329310431195043,1.4859171891332603,-0.05,4.4585,-0.5,0.7822,-5.0247,4.16,-1.52,1.91,2.7798,-4.04
1995-11,2.6641088804826722,3.332266128619297,3.9509599417030676,4.587272385850725,5.203977917439693,1.12,-1.2715,0.51,1.1261,-0.7575,-0.68,3.96,-0.62,-0.2398,-1.07
1995-12,2.500001350623239,3.202007443305778,3.7975021567235547,4.361313068157514,4.869721854009569,3.1,0.4029,0.22,3.1163,0.6315,2.52,1.03,-1.37,0.2794,0.72
1996-01,1.3549189410363396,1.9329974855474912,2.235232384305005,2.4203633859689124,2.6039666428822463,2.31,1.4014,0.38,2.451,-2.6865,0.54,2.26,0.18,-1.5087,-2.56
1996-02,1.183817701914426,1.6968069629644158,2.1065892601552796,2.5020668420298278,2.877309072074753,-1.9,0.7364,-1.08,-0.9876,2.7354,0.59,1.33,0.24,3.1394,1.77
1996-03,1.2447972059583603,1.9196422489514933,2.6824742880305465,3.481252863640629,4.406996607271598,-0.95,-1.3301,0.35,-0.6897,1.873,-1.84,0.73,1.42,0.2756,1.61
1996-04,0.9858658981427952,1.737279392476892,2.647860767134807,3.649379271198743,4.695171758710564,-2.11,1.1731,-4.02,-1.8073,5.1852,-0.88,2.06,-0.14,2.8673,4.71
1996-05,2.007303161684913,2.628682782072021,3.439777475308568,4.310239470608755,5.202960664976184,-0.3,-1.4379,-0.83,1.0265,4.4631,1.54,2.36,0.12,1.864,3.21
1996-06,0.19964645444599005,0.8564651117133121,1.2996536464134016,1.5903603381941749,1.8648472562561529,1.22,1.6996,2.35,1.7381,-4.2992,0.98,-1.14,3.51,0.866,-3.65
1996-07,-2.1183784975105366,-1.7460065152788469,-1.439681506912754,-1.1170624050827966,-0.9641820453579915,2.6,2.9393,5.14,2.0165,-3.3585,-0.16,-5.97,2.95,2.415,-3.81
1996-08,2.8744953515612117,3.593249781895879,4.258275537793431,4.986141153951883,5.7866501635733805,-2.42,-1.3704,-0.74,-1.8529,2.4811,0.01,2.77,-0.37,0.1305,2.57
1996-09,1.950330460466461,2.598054741262397,3.1663188328999903,3.739987086716497,4.258623865209095,-2.22,2.9315,-2.72,-1.7381,-1.4457,2.7,5.01,1.27,2.2071,-1.39
1996-10,1.451402230328845,2.2492408720919714,2.907767281730143,3.5528402400237784,4.0510088916946945,3.25,3.2184,4.94,3.6633,-2.4195,3.79,0.86,1.4,1.8831,-3.77
1996-11,3.1748746956200993,4.120564776750934,4.942873062581831,5.728176612799917,6.4963893897284954,-0.79,5.389,1.39,-1.3109,-3.5327,-2.37,6.25,2.12,0.8165,-3.8
1996-12,2.44047383542662,3.163922981641625,3.921629935322162,4.548907574650046,5.0727219266910755,1.49,1.7538,1.31,1.2254,3.3237,0.63,-1.7,0.37,0.9371,3.25
1997-01,2.50463971396559,3.020583428751883,3.7128928058299984,4.526242639656947,5.387518614931003,-0.02,2.5674,-1.42,-0.6466,-0.795,1.96,4.99,1.19,1.8159,-1.82
1997-02,0.7002703456794338,1.2401902857382754,1.6942027164956976,2.0458085629472724,2.321465500205423,3.47,0.6426,5.67,2.9153,-2.4667,-2.13,-0.49,0.67,-1.5374,-2.59
1997-03,-0.9117111476953739,-0.4496736959307997,-0.0725261909926086,0.3184944023896212,0.6782986555431163,1.66,0.2068,3.39,1.7515,-0.5279,0.9,-5.03,0.5,1.7708,-0.43
1997-04,0.13240695371554406,0.8413750379592662,1.484958142483636,2.0750976619931607,2.7231778655196295,-0.72,2.9932,0.07,-1.8801,-4.7258,4.84,4.04,3.26,3.8599,-5.7
1997-05,4.331060830605295,4.607929489649955,4.809546325148951,5.104488219653737,5.486173953565866,-2.96,-1.4972,-4.13,-3.2305,5.0194,-5.17,6.74,-1.02,-0.2201,4.75
1997-06,4.043888469745264,4.871127568559922,5.899453761385213,6.83736707013967,7.711582583311597,0.66,0.1107,1.58,0.2313,1.0326,2.6,4.1,0.56,2.1092,1.19
1997-07,3.463366994808112,3.987456861675517,4.783188312453121,5.63058454590539,6.548127944877755,-2.58,1.2829,0.26,-3.0399,-1.4173,3.77,7.33,0.07,1.2853,-2.76
1997-08,2.3052415337727163,2.8399486317264735,3.350335411093063,3.9380340344171696,4.552173789747326,-0.04,0.4401,1.18,-0.7059,7.4961,-2.56,-4.15,-1.11,-1.4198,7.61
1997-09,5.031346164571278,5.678748543273633,6.475638197533069,7.157122189679517,7.743192871837841,-0.91,-2.6061,0.37,-0.1259,2.435,1.47,5.35,-1.63,-1.0418,2.49
1997-10,1.0921023312404392,1.8508446117391424,2.6090966489421312,3.2677348283838703,3.8966553559085497,1.94,-1.4187,2.27,2.6609,-1.0927,-0.57,-3.8,1.0,-1.0477,-0.52
1997-11,1.7428699056420318,2.4355323543936005,2.921318805686847,3.3832068909815285,3.814049265451548,1.84,3.6732,1.2,2.8803,-5.5217,0.33,2.98,2.81,1.4029,-5.11
1997-12,3.0637003920249843,3.982926263114775,4.823974147419676,5.599453701889759,6.183674845806388,1.92,-2.3996,3.84,2.2364,-2.2245,3.98,1.32,0.74,1.5724,-2.03
1998-01,-0.8188476508030924,-0.4372025900807903,-0.12858789151668787,0.0884211978355835,0.25207089942515787,-0.73,2.5942,-1.63,-1.2061,-1.216,0.14,0.15,0.87,2.1884,-1.36
1998-02,1.1635942260475054,1.6205252847662401,2.1494754865791346,2.669372876877897,3.234690803349173,-2.54,-0.2956,-0.85,-2.453,1.0586,-1.12,7.04,-0.31,1.1388,0.2
1998-03,3.216809738812733,3.871086582280793,4.510116544110023,5.1770494663800255,5.967193149603857,-0.37,-1.0612,1.39,0.4996,-0.3378,2.15,4.76,-0.26,-0.1759,-0.65
1998-04,-0.2607095191622862,-0.04156213700026462,0.21846989485003449,0.55373953450841,0.9426267451553698,-0.36,2.2959,0.94,0.1834,0.4968,0.74,0.73,-1.69,-0.1992,0.0
1998-05,-0.9941088503843228,-0.6836570157517593,-0.3667403036524016,-0.03210846539596324,0.2090201223383884,2.61,1.0564,3.44,2.2554,-2.6343,1.82,-3.07,1.1,1.7795,-2.95
1998-06,0.4317871678006339,1.835905132924686,3.133752178540438,4.402573810706455,5.582060401331756,-2.97,0.4225,-1.96,-1.5159,-3.2841,7.28,3.18,-0.26,3.159,-3.66
1998-07,-3.222791546937775,-2.5803219065234417,-2.0524897952003403,-1.529986339069,-1.0221676440292145,0.45,2.8077,-1.78,1.8848,-5.7045,3.69,-2.46,1.74,0.9703,-5.27
1998-08,-4.833983781423715,-4.525629148458912,-4.394635602479371,-4.309993582223196,-4.337862210124002,5.91,6.7132,3.53,5.4604,-6.1863,1.84,-16.08,3.37,3.0578,-5.17
1998-09,2.153105642476832,2.9923279616897496,3.7573000124554605,4.523475042351682,5.347924059753455,-2.99,1.275,-3.42,-3.0812,-2.0592,-0.81,6.15,-1.88,-1.8265,-0.78
1998-10,1.4809320445617982,2.085916066095748,2.57264587546223,3.1454844660839902,3.8149823422772493,0.31,-0.5144,-2.23,-0.9612,-2.1688,-5.37,7.13,0.93,0.6389,-3.43
1998-11,2.021587995612949,2.7816299656961854,3.4206671299298654,4.055381214783759,4.771701948973594,-1.18,1.2936,-3.25,-0.0254,0.8958,1.2,6.1,-0.86,1.3699,0.75
1998-12,-0.04197996397057058,1.3454796838055643,2.5144033988660857,3.6789127434262685,4.841764473951773,-3.39,-2.2555,-4.19,-2.9332,-1.8735,8.92,6.16,-0.76,2.9291,-1.56
1999-01,-0.014392334543139262,0.8799940650321473,1.8004106123955146,2.7644008912611597,3.8033542679935697,-6.8,-1.0681,-4.6,-4.4699,-1.8912,3.03,3.5,-2.77,-3.2508,-0.75
1999-02,-2.349217011462351,-1.9812832764988517,-1.621810136251017,-1.320748594423876,-1.0883788365473266,4.1,0.0109,1.92,4.8135,-4.2284,-0.1,-4.08,-1.23,0.016,-5.22
1999-03,-1.501096948625749,-1.0300886307212516,-0.6283918992782496,-0.203831655926859,0.21235680946373997,-1.42,0.4002,-2.74,0.3158,-5.5833,-1.27,3.45,-4.07,-0.6922,-4.23
1999-04,4.725033206479194,5.427577811025989,6.232922734041994,7.01718308354751,7.803595638495579,0.89,0.4435,2.46,2.6555,3.9806,-9.04,4.33,-2.53,-5.152,4.52
1999-05,1.8866197875806303,2.294460891798174,2.715346524517022,3.146754654451163,3.5442817277670913,3.34,1.8903,2.35,0.4504,4.945,-5.19,-2.46,0.93,0.6804,3.71
1999-06,1.2560478697422943,2.0419882366741864,2.7981064538642024,3.5839380316599283,4.3292662418623395,-3.21,4.329,-3.19,-2.1112,3.1512,5.06,4.77,1.13,2.391,2.29
1999-07,-0.0913355751519937,0.5614162241499602,1.0619587844314742,1.4819251720009001,1.869830254831986,3.22,1.9786,-0.44,3.4338,2.264,1.66,-3.49,0.36,1.0281,2.57
1999-08,-2.693207929922846,-1.9551565732148988,-1.2187322547291144,-0.5677016918892648,0.03332504523321378,0.64,4.6299,-1.87,-1.1989,-1.5497,3.12,-1.38,-0.24,-0.0297,-1.73
1999-09,-2.2051656910097126,-1.5247808068059796,-1.0074956918891806,-0.45564592307767293,0.06213416566032276,-1.23,-1.0359,-3.49,-1.3826,1.7307,6.47,-2.79,-0.75,-0.1695,2.59
1999-10,-0.5637452917750737,0.1361267511625034,0.7011807938604134,1.3082496469508444,1.9156791548246024,-1.19,1.7882,-3.37,0.3316,-5.6493,5.5,6.12,-1.74,2.0317,-6.91
1999-11,0.4239090091916079,1.6251828810068418,2.6783193236104057,3.7270946743462923,4.826479722392367,-1.74,1.1586,-6.12,-3.931,5.7518,5.64,3.37,-4.28,-3.0073,5.8
1999-12,-0.5458698179070116,1.01051024151579,2.531883285730126,4.093460034597225,5.751388150704768,-5.63,-0.6029,-8.33,-5.4904,4.1765,13.22,7.72,-7.6,-5.4444,5.39
2000-01,1.4656082965454724,2.4161410437849797,3.323917314360125,4.316288003787382,5.3692515476606575,4.72,0.6319,-1.88,2.9355,5.6171,1.92,-4.74,-6.29,-4.9998,4.42
2000-02,-0.45328247085106027,0.3332018846454258,1.3307207385772484,2.3946029968599594,3.490478330144794,-0.48,-3.1144,-9.59,-5.3931,22.1445,18.2,2.45,-18.65,-7.5531,18.28
2000-03,1.881557159699325,3.0525755412104267,4.088825655825483,5.124575941381708,6.212505530397198,-1.59,3.5075,8.13,1.835,-14.402,-6.83,5.2,11.79,7.6849,-15.32
2000-04,0.5829674333492845,1.468081510145585,2.676762001216531,3.7607224085129003,4.829526797765198,5.65,5.1049,7.26,3.7873,-4.8609,-8.39,-6.4,7.66,8.7094,-5.01
2000-05,0.3200531479462869,1.4080314949377453,2.476530124436505,3.514887292350866,4.510150632830834,1.37,3.7037,4.75,0.5085,-4.595,-8.98,-4.42,4.13,0.0196,-3.81
2000-06,1.1248495608425784,2.05172642381728,3.0152328698936697,4.049408038869351,5.05743377849508,-2.95,-1.8045,-8.42,-3.3905,10.2649,16.6,4.64,-8.31,-4.7546,9.92
2000-07,1.8261829010242008,2.882929377993651,3.914923118497518,4.740011848757645,5.593179827533371,2.94,3.2749,8.31,2.2468,0.995,-0.05,-2.51,5.83,3.4292,-1.03
2000-08,1.9777688898675931,3.1091556458398566,4.275714287512334,5.639360889277867,7.052675020603172,1.1,-1.098,-1.39,-0.7996,0.4492,5.73,7.03,-3.22,-2.082,-1.03
2000-09,1.206194970972551,2.103226874193253,2.729077822501524,3.4138558755760435,4.1182798583729525,5.53,0.7955,7.17,5.2247,1.6354,1.97,-5.45,2.56,2.1026,0.19
2000-10,-1.0381747041236906,-0.29852506462452816,0.6631435786495659,1.460913343898556,2.230407341805312,3.8,6.4705,5.71,2.9226,-2.223,-4.48,-2.76,9.61,7.3215,-2.65
2000-11,-0.005586717036377253,0.8553533140367546,1.4644902887373072,2.0366066426059533,2.5590396493607166,8.43,10.9018,12.3,7.4487,1.5397,-2.32,-10.72,13.07,10.3593,-0.58
2000-12,4.615760775789968,5.928742412779087,7.571086801192106,9.182787718447836,10.712446407371912,4.79,0.5126,7.61,6.3542,4.6807,6.74,1.19,1.71,5.186,3.26
2001-01,3.038474394659681,3.286662657561597,3.880892609159388,4.496107198654682,5.097060307144637,-5.03,-6.1594,-5.07,-7.1285,2.7241,-25.3,3.13,-4.69,-10.7883,5.48
2001-02,0.6545086185731267,0.7798441289234929,1.037106180084593,1.338216221276503,1.6769864350072465,9.07,6.3589,12.47,9.2309,2.8959,12.57,-10.05,9.1,5.2077,2.83
2001-03,-0.7153504887071689,-0.573591455947255,-0.2848088378598864,0.06729008689460952,0.4905610536754404,3.92,2.6585,6.42,3.7704,2.962,8.55,-7.26,3.35,3.474,2.33
2001-04,2.595091658347305,2.7638853080269157,3.2834032995461957,3.846531799242882,4.430074223597493,-3.2,-5.4515,-4.67,-3.754,-0.9199,-7.9,7.94,-3.06,0.0915,-0.86
2001-05,4.623597016196266,4.916903863404651,5.466863830867861,5.97994315340705,6.498465206249535,1.91,-0.2513,3.36,2.3804,4.3577,2.21,0.72,0.25,-2.5165,3.6
2001-06,1.9467445456191304,2.0676032520378884,2.196917792699473,2.3595788392245653,2.531291940520588,-1.51,1.9723,-1.12,-1.7973,6.711,0.38,-1.94,1.6,-0.806,6.57
2001-07,1.0394704877724759,1.224184649383642,1.7285524176004932,2.2811298317604427,2.872542655941424,3.07,5.5121,5.21,1.3768,-2.1452,5.58,-2.13,7.42,3.8735,-2.82
2001-08,1.6504107456872688,1.8189807267662386,2.125836483391185,2.4119363172574784,2.7164466367537767,6.57,5.6455,2.31,5.641,2.3699,5.53,-6.46,4.05,4.3155,2.71
2001-09,-0.6735188165303361,-0.46664074147762835,-0.23619823862207384,-0.06679197260673653,0.14173185051510567,3.21,5.7667,1.45,2.8644,-4.9253,11.48,-9.25,4.99,9.192,-5.73
2001-10,2.6798434786219327,2.825499354563996,3.088057233273076,3.3406196394703858,3.6125072821534965,-4.55,-0.5555,-7.65,-2.9867,3.4861,-8.47,2.46,-2.98,-4.3754,5.27
2001-11,2.737052224362894,2.875926814979727,3.003597363914227,3.1270013301526047,3.272163567540857,-1.61,-2.9927,2.21,-1.1391,-1.3907,-8.69,7.54,-3.73,-8.4893,-0.31
2001-12,2.675861655483508,2.8339065821867018,3.231699409314143,3.584764963165982,3.9502263954980967,-0.26,-2.257,0.84,-0.1753,5.3201,0.07,1.6,0.34,0.5419,5.16
2002-01,1.7005997687566121,1.6973690243204569,1.6945975224568932,1.9307356130017728,2.3310572424228027,2.84,4.2877,3.44,3.2498,0.7237,3.75,-1.44,4.69,0.3033,1.26
2002-02,2.2799116000119604,2.2771756638935683,2.2748284957696843,2.401152228596101,2.6081895695602455,5.11,3.7643,2.16,4.4456,-0.4922,6.82,-2.29,8.07,5.3235,-0.36
2002-03,5.102294097752699,5.106179890188542,5.109511549395903,5.219935147005436,5.403458857056717,0.58,-0.5528,1.06,0.7761,4.6097,-1.64,4.24,-1.78,-4.7001,4.25
2002-04,3.4778409661157696,3.4730914238635893,3.4690179147460145,3.545302358034791,3.6724917517947873,5.38,4.0819,3.88,4.0731,7.5846,7.63,-5.2,4.56,5.4639,6.72
2002-05,3.0446157509356264,3.045725784762283,3.046677810734184,3.1531451658611,3.3325359774076424,2.44,0.6156,1.53,2.1865,-3.1795,3.16,-1.38,2.36,1.8111,-3.02
2002-06,-1.1723431347103217,-1.1772207138668476,-1.1814031266838918,-1.1397641927119704,-1.0611261798168656,2.51,0.5052,-0.05,3.5485,3.5661,6.03,-7.21,3.93,4.9409,3.89
2002-07,-3.033871265789517,-3.0402501567303784,-3.0457170720174895,-3.0086274831088997,-2.9413623509414175,-0.99,4.9683,-3.85,1.9786,-6.3911,3.77,-8.18,3.79,6.7016,-6.43
2002-08,2.332655467599316,2.333318089768117,2.3338853502253243,2.468171069321341,2.6942306515342307,-1.47,-1.7192,3.28,-0.8574,0.0007,1.9,0.5,1.36,2.5491,-1.31
2002-09,-1.563917628535021,-1.5687072567794158,-1.5728132975865434,-1.4390634274950842,-1.2135614903722103,-2.19,1.1299,1.47,-2.1364,3.12,9.13,-10.35,3.29,4.4049,3.08
2002-10,0.3470462198053982,0.3483999583879639,0.34956149672099157,0.4630340379550969,0.6545130733920225,0.76,1.5123,-3.95,0.2843,-5.1206,-5.58,7.84,-3.39,-4.5614,-4.31
2002-11,1.5566773942147316,1.5607190948182614,1.5641848438835737,1.633570090201828,1.740787043365697,5.15,-3.1022,-1.23,3.2719,1.496,-16.33,5.96,-9.2,-11.1725,2.91
2002-12,3.258864880935507,3.2559884585931944,3.2535214432927275,3.4043882040005626,3.6579790584387304,-1.68,2.2776,2.14,-2.2589,0.0671,9.64,-5.76,6.29,5.3188,0.62
2003-01,0.30842282108977115,0.5445376739360187,1.0383493204990104,1.5107188752956247,1.9778934871361842,0.69,0.7808,-0.83,0.6982,-0.9824,1.55,-2.57,-0.99,-0.589,0.7
2003-02,0.32446306305945594,0.4772750677583327,0.7610651004737691,1.0360390508947448,1.293936060810309,-0.62,1.3997,-1.39,-0.1272,-2.0245,1.17,-1.88,0.83,0.8778,-0.93
2003-03,1.13470832431809,1.5015286667203198,2.157497766671146,2.7553678933068038,3.3423760591114404,-0.77,-0.9347,-1.93,-0.1257,1.4039,1.48,1.09,1.87,3.4092,0.65
2003-04,3.867702558775832,4.005128115486423,4.467039026249354,5.178944583711898,5.886439128286381,1.06,-2.9391,1.14,1.0369,2.3547,-9.33,8.22,-4.68,-4.4513,1.02
2003-05,5.399479122210561,5.634499328335986,6.122171264331379,6.6788147875458295,7.213510306159611,2.91,-1.6245,0.4,1.848,3.8174,-10.7,6.05,-7.0,-8.2331,4.81
2003-06,2.3344643745873417,2.46029706959906,2.6861816582012366,3.0150298226292116,3.363940330279569,-0.38,-0.1291,0.11,-1.0629,2.221,-1.0,1.42,0.51,1.0948,1.66
2003-07,3.5578033139040657,3.8336608172962063,4.313556830836088,4.678776425765788,5.033968238160505,1.78,-0.8789,-1.24,2.3405,4.3762,-0.24,2.35,-4.14,-1.7422,4.54
2003-08,2.9641190819581644,3.083083551377445,3.3511522255884976,3.648667773274964,3.9394719163655147,2.14,-1.6327,1.53,2.3621,2.2397,-0.62,2.34,-2.25,-1.2384,2.48
2003-09,2.5149959391982524,2.6399421846237248,2.864471808745863,3.1009013582452694,3.3299032450662924,0.34,2.3261,0.16,0.2279,0.6889,-0.19,-1.24,1.01,1.2631,0.54
2003-10,4.90220388441244,5.276520735957205,5.96803168567989,6.6866762020814905,7.414241474407493,1.55,-0.5642,1.97,1.031,3.0474,3.99,6.08,-1.35,-1.7507,2.71
2003-11,4.699742615365979,5.035848932565093,6.104759740059898,7.019637271539817,7.942887263864531,1.81,0.5379,1.78,2.3052,2.1957,1.46,1.35,0.19,0.7767,2.33
2003-12,4.2785113603698655,4.610098620707861,5.612385247206677,6.617183633219672,7.637414335711248,0.94,-1.3486,1.6,0.774,-2.7811,-5.57,4.29,0.56,-1.7394,-2.49
